# omega (eV)     <Re(Eps)>     <Im(Eps)>
11.12612613    -0.66292384    0.46966960
11.14114114    -0.65972275    0.46987411
11.15615616    -0.65733831    0.46983147
11.17117117    -0.65601712    0.46913415
11.18618619    -0.65547203    0.46674642
11.20120120    -0.65425006    0.46219045
11.21621622    -0.65094405    0.45649807
11.23123123    -0.64549526    0.45144607
11.24624625    -0.63925763    0.44816120
11.26126126    -0.63382691    0.44611272
11.27627628    -0.62932739    0.44384466
11.29129129    -0.62469935    0.44100910
11.30630631    -0.61963918    0.43834679
11.32132132    -0.61480169    0.43614559
11.33633634    -0.61063772    0.43370292
11.35135135    -0.60655148    0.43028273
11.36636637    -0.60167211    0.42603566
11.38138138    -0.59558159    0.42149488
11.39639640    -0.58804913    0.41724078
11.41141141    -0.57912890    0.41408425
11.42642643    -0.56936125    0.41274218
11.44144144    -0.55962167    0.41370239
11.45645646    -0.55124564    0.41687472
11.47147147    -0.54518723    0.42109144
11.48648649    -0.54125890    0.42511055
11.50150150    -0.53887555    0.42835378
11.51651652    -0.53760421    0.43063984
11.53153153    -0.53725225    0.43174286
11.54654655    -0.53737307    0.43116571
11.56156156    -0.53689701    0.42875112
11.57657658    -0.53476461    0.42542201
11.59159159    -0.53122397    0.42266686
11.60660661    -0.52751269    0.42083393
11.62162162    -0.52412495    0.41921080
11.63663664    -0.52072262    0.41752044
11.65165165    -0.51727505    0.41595783
11.66666667    -0.51394870    0.41453746
11.68168168    -0.51101494    0.41312735
11.69669670    -0.50849656    0.41107713
11.71171171    -0.50551846    0.40800701
11.72672673    -0.50126185    0.40463419
11.74174174    -0.49594366    0.40193902
11.75675676    -0.49019194    0.40021932
11.77177177    -0.48450878    0.39945275
11.78678679    -0.47921909    0.39922375
11.80180180    -0.47394644    0.39922390
11.81681682    -0.46831075    0.40001746
11.83183183    -0.46297293    0.40249878
11.84684685    -0.45943264    0.40642940
11.86186186    -0.45821931    0.41032778
11.87687688    -0.45860705    0.41330541
11.89189189    -0.46017499    0.41537874
11.90690691    -0.46304234    0.41624212
11.92192192    -0.46686183    0.41512319
11.93693694    -0.47066177    0.41161686
11.95195195    -0.47342455    0.40598424
11.96696697    -0.47450744    0.39892345
11.98198198    -0.47374923    0.39115818
11.99699700    -0.47110446    0.38318849
12.01201201    -0.46652145    0.37566512
12.02702703    -0.46032530    0.36934227
12.04204204    -0.45322771    0.36471420
12.05705706    -0.44597940    0.36185254
12.07207207    -0.43935569    0.36069468
12.08708709    -0.43425743    0.36051866
12.10210210    -0.43065167    0.36006065
12.11711712    -0.42772665    0.35870730
12.13213213    -0.42480243    0.35645121
12.14714715    -0.42128594    0.35344368
12.16216216    -0.41658780    0.35026388
12.17717718    -0.41067885    0.34794485
12.19219219    -0.40436822    0.34731695
12.20720721    -0.39885102    0.34841229
12.22222222    -0.39503563    0.35048763
12.23723724    -0.39315373    0.35244849
12.25225225    -0.39278396    0.35336932
12.26726727    -0.39315378    0.35275832
12.28228228    -0.39342645    0.35065353
12.29729730    -0.39314581    0.34748783
12.31231231    -0.39217584    0.34346914
12.32732733    -0.39003767    0.33878674
12.34234234    -0.38638838    0.33433830
12.35735736    -0.38189756    0.33104915
12.37237237    -0.37760188    0.32890119
12.38738739    -0.37404036    0.32727690
12.40240240    -0.37125120    0.32553526
12.41741742    -0.36898217    0.32308879
12.43243243    -0.36646731    0.31950401
12.44744745    -0.36262747    0.31520603
12.46246246    -0.35712206    0.31147453
12.47747748    -0.35076474    0.30940163
12.49249249    -0.34483504    0.30904393
12.50750751    -0.33998355    0.30965378
12.52252252    -0.33623203    0.31078818
12.53753754    -0.33396514    0.31213694
12.55255255    -0.33330195    0.31262516
12.56756757    -0.33319682    0.31149582
12.58258258    -0.33276043    0.30919856
12.59759760    -0.33193694    0.30610441
12.61261261    -0.33046949    0.30226985
12.62762763    -0.32814316    0.29809422
12.64264264    -0.32501231    0.29384185
12.65765766    -0.32103150    0.28975708
12.67267267    -0.31629394    0.28622493
12.68768769    -0.31118139    0.28359217
12.70270270    -0.30632522    0.28183950
12.71771772    -0.30214634    0.28040539
12.73273273    -0.29836783    0.27857410
12.74774775    -0.29411678    0.27628560
12.76276276    -0.28895834    0.27447626
12.77777778    -0.28367473    0.27396206
12.79279279    -0.27926126    0.27445576
12.80780781    -0.27607837    0.27521634
12.82282282    -0.27401177    0.27552964
12.83783784    -0.27255642    0.27492108
12.85285285    -0.27110735    0.27332552
12.86786787    -0.26913468    0.27097797
12.88288288    -0.26634547    0.26847349
12.89789790    -0.26307779    0.26643262
12.91291291    -0.25998477    0.26481302
12.92792793    -0.25717942    0.26311167
12.94294294    -0.25433793    0.26117413
12.95795796    -0.25129657    0.25921253
12.97297297    -0.24824445    0.25741055
12.98798799    -0.24542971    0.25553459
13.00300300    -0.24257010    0.25321760
13.01801802    -0.23918076    0.25069199
13.03303303    -0.23530567    0.24845992
13.04804805    -0.23129514    0.24670441
13.06306306    -0.22744323    0.24536441
13.07807808    -0.22398709    0.24420571
13.09309309    -0.22083447    0.24283002
13.10810811    -0.21762843    0.24124285
13.12312312    -0.21443422    0.23961958
13.13813814    -0.21124795    0.23768412
13.15315315    -0.20752842    0.23547827
13.16816817    -0.20316312    0.23370636
13.18318318    -0.19879880    0.23274375
13.19819820    -0.19501968    0.23221048
13.21321321    -0.19178800    0.23148452
13.22822823    -0.18861765    0.23033032
13.24324324    -0.18512428    0.22898410
13.25825826    -0.18123176    0.22786677
13.27327327    -0.17728225    0.22737450
13.28828829    -0.17389330    0.22736321
13.30330330    -0.17114101    0.22721109
13.31831832    -0.16860511    0.22678921
13.33333333    -0.16636295    0.22632145
13.34834835    -0.16468607    0.22542610
13.36336336    -0.16309144    0.22355123
13.37837838    -0.16080277    0.22094894
13.39339339    -0.15772221    0.21831607
13.40840841    -0.15425733    0.21587453
13.42342342    -0.15043917    0.21338034
13.43843844    -0.14589104    0.21103563
13.45345345    -0.14078055    0.20943945
13.46846847    -0.13568711    0.20870128
13.48348348    -0.13093041    0.20854400
13.49849850    -0.12650069    0.20870932
13.51351351    -0.12234429    0.20925331
13.52852853    -0.11877231    0.21016509
13.54354354    -0.11593012    0.21099059
13.55855856    -0.11345519    0.21140763
13.57357357    -0.11100294    0.21163950
13.58858859    -0.10879775    0.21199694
13.60360360    -0.10725799    0.21221488
13.61861862    -0.10629723    0.21168336
13.63363363    -0.10534421    0.21006486
13.64864865    -0.10372320    0.20750180
13.66366366    -0.10103569    0.20459141
13.67867868    -0.09747631    0.20194273
13.69369369    -0.09344987    0.19963486
13.70870871    -0.08889750    0.19750297
13.72372372    -0.08354953    0.19592110
13.73873874    -0.07781882    0.19553141
13.75375375    -0.07256743    0.19625071
13.76876877    -0.06803265    0.19738513
13.78378378    -0.06385604    0.19873214
13.79879880    -0.06010760    0.20050608
13.81381381    -0.05707233    0.20251440
13.82882883    -0.05471160    0.20448916
13.84384384    -0.05303275    0.20632865
13.85885886    -0.05210174    0.20771695
13.87387387    -0.05159294    0.20823835
13.88888889    -0.05096989    0.20792499
13.90390390    -0.05001988    0.20703669
13.91891892    -0.04861831    0.20567640
13.93393393    -0.04650856    0.20406069
13.94894895    -0.04362939    0.20265431
13.96396396    -0.04025640    0.20186678
13.97897898    -0.03686849    0.20186852
13.99399399    -0.03399791    0.20244763
14.00900901    -0.03180284    0.20302002
14.02402402    -0.02992029    0.20320566
14.03903904    -0.02797438    0.20307871
14.05405405    -0.02585708    0.20286065
14.06906907    -0.02361732    0.20268813
14.08408408    -0.02130917    0.20259823
14.09909910    -0.01894975    0.20264305
14.11411411    -0.01662181    0.20286161
14.12912913    -0.01435588    0.20324465
14.14414414    -0.01222758    0.20387533
14.15915916    -0.01046223    0.20470725
14.17417417    -0.00916756    0.20547647
14.18918919    -0.00819355    0.20591957
14.20420420    -0.00723035    0.20600031
14.21921922    -0.00609229    0.20597363
14.23423423    -0.00491973    0.20611115
14.24924925    -0.00402880    0.20646969
14.26426426    -0.00375951    0.20678403
14.27927928    -0.00408734    0.20649021
14.29429429    -0.00450493    0.20525922
14.30930931    -0.00449965    0.20323042
14.32432432    -0.00383088    0.20073004
14.33933934    -0.00242211    0.19802250
14.35435435    -0.00018168    0.19540651
14.36936937    0.00277479    0.19334503
14.38438438    0.00596210    0.19211785
14.39939940    0.00887497    0.19156579
14.41441441    0.01131785    0.19128340
14.42942943    0.01346538    0.19096862
14.44444444    0.01549657    0.19072662
14.45945946    0.01712811    0.19062643
14.47447447    0.01817776    0.19012581
14.48948949    0.01927722    0.18872528
14.50450450    0.02121256    0.18683916
14.51951952    0.02400273    0.18524605
14.53453454    0.02723373    0.18433052
14.54954955    0.03048997    0.18416779
14.56456456    0.03344165    0.18463861
14.57957958    0.03590553    0.18554611
14.59459460    0.03777762    0.18673717
14.60960961    0.03885733    0.18802012
14.62462462    0.03906121    0.18886876
14.63963964    0.03891293    0.18881025
14.65465465    0.03900917    0.18810282
14.66966967    0.03929608    0.18709909
14.68468469    0.03977480    0.18567713
14.69969970    0.04080259    0.18397376
14.71471471    0.04241455    0.18248074
14.72972973    0.04424293    0.18153624
14.74474475    0.04576044    0.18109566
14.75975976    0.04667960    0.18068952
14.77477477    0.04720729    0.17987841
14.78978979    0.04765557    0.17858784
14.80480480    0.04817956    0.17678630
14.81981982    0.04913402    0.17440404
14.83483484    0.05100445    0.17183492
14.84984985    0.05372558    0.16988335
14.86486486    0.05651849    0.16900473
14.87987988    0.05853507    0.16880795
14.89489490    0.05962957    0.16842522
14.90990991    0.06030215    0.16732563
14.92492492    0.06110178    0.16547054
14.93993994    0.06246509    0.16305833
14.95495495    0.06467304    0.16056528
14.96996997    0.06754965    0.15854318
14.98498499    0.07065723    0.15720950
15.00000000    0.07357999    0.15649641

