# omega (eV)     <Re(Eps)>     <Im(Eps)>
11.14114114    -0.78424685    0.55147449
11.15615616    -0.77963926    0.54695250
11.17117117    -0.77294065    0.54168003
11.18618619    -0.76463430    0.53833836
11.20120120    -0.75750292    0.53741630
11.21621622    -0.75296143    0.53675919
11.23123123    -0.75021828    0.53450689
11.24624625    -0.74795920    0.52983264
11.26126126    -0.74436683    0.52245776
11.27627628    -0.73723641    0.51383434
11.29129129    -0.72637952    0.50726372
11.30630631    -0.71463657    0.50486541
11.32132132    -0.70510730    0.50546256
11.33633634    -0.69835227    0.50646247
11.35135135    -0.69322542    0.50646192
11.36636637    -0.68849746    0.50523277
11.38138138    -0.68322487    0.50341779
11.39639640    -0.67767900    0.50212195
11.41141141    -0.67298907    0.50109532
11.42642643    -0.66882111    0.49904697
11.44144144    -0.66364477    0.49625538
11.45645646    -0.65745037    0.49428778
11.47147147    -0.65143803    0.49357683
11.48648649    -0.64626804    0.49357650
11.50150150    -0.64189724    0.49391425
11.51651652    -0.63856178    0.49475425
11.53153153    -0.63721927    0.49567768
11.54654655    -0.63821493    0.49492550
11.56156156    -0.63993595    0.49086216
11.57657658    -0.64002307    0.48376983
11.59159159    -0.63713201    0.47547157
11.60660661    -0.63175349    0.46806346
11.62162162    -0.62561288    0.46204287
11.63663664    -0.61923639    0.45632000
11.65165165    -0.61153568    0.45081792
11.66666667    -0.60242955    0.44718409
11.68168168    -0.59381853    0.44627130
11.69669670    -0.58754069    0.44684362
11.71171171    -0.58362911    0.44658947
11.72672673    -0.58001818    0.44440883
11.74174174    -0.57517380    0.44170986
11.75675676    -0.56978831    0.43997774
11.77177177    -0.56506634    0.43915444
11.78678679    -0.56136536    0.43851313
11.80180180    -0.55856011    0.43775918
11.81681682    -0.55693356    0.43672261
11.83183183    -0.55676380    0.43456053
11.84684685    -0.55745534    0.43005086
11.86186186    -0.55727642    0.42254701
11.87687688    -0.55414768    0.41315141
11.89189189    -0.54772681    0.40448151
11.90690691    -0.53998020    0.39809702
11.92192192    -0.53276193    0.39316241
11.93693694    -0.52595826    0.38825843
11.95195195    -0.51870720    0.38340680
11.96696697    -0.51117041    0.37912866
11.98198198    -0.50369456    0.37523721
11.99699700    -0.49616881    0.37153625
12.01201201    -0.48854064    0.36808227
12.02702703    -0.48085774    0.36484510
12.04204204    -0.47306946    0.36177407
12.05705706    -0.46518441    0.35891631
12.07207207    -0.45729561    0.35604842
12.08708709    -0.44887958    0.35279278
12.10210210    -0.43890175    0.34968860
12.11711712    -0.42722959    0.34846904
12.13213213    -0.41559867    0.35049029
12.14714715    -0.40628487    0.35507978
12.16216216    -0.40010672    0.36019633
12.17717718    -0.39629119    0.36431778
12.19219219    -0.39396611    0.36699253
12.20720721    -0.39244668    0.36782010
12.22222222    -0.39066729    0.36685082
12.23723724    -0.38813071    0.36481866
12.25225225    -0.38499029    0.36202192
12.26726727    -0.38095710    0.35826113
12.28228228    -0.37517026    0.35391556
12.29729730    -0.36728895    0.35034127
12.31231231    -0.35840909    0.34880801
12.32732733    -0.35020446    0.34898824
12.34234234    -0.34295175    0.34936229
12.35735736    -0.33532267    0.34941369
12.37237237    -0.32648405    0.35044718
12.38738739    -0.31737669    0.35400002
12.40240240    -0.31014973    0.36034617
12.41741742    -0.30672948    0.36767180
12.43243243    -0.30672323    0.37315628
12.44744745    -0.30796094    0.37563674
12.46246246    -0.30873815    0.37561773
12.47747748    -0.30824502    0.37410671
12.49249249    -0.30637162    0.37202632
12.50750751    -0.30329612    0.37005549
12.52252252    -0.29948475    0.36867661
12.53753754    -0.29542427    0.36790892
12.55255255    -0.29132825    0.36777622
12.56756757    -0.28774625    0.36828301
12.58258258    -0.28506654    0.36868816
12.59759760    -0.28269478    0.36834735
12.61261261    -0.27999413    0.36756691
12.62762763    -0.27701308    0.36677477
12.64264264    -0.27392706    0.36610519
12.65765766    -0.27102951    0.36561070
12.67267267    -0.26865962    0.36484231
12.68768769    -0.26634437    0.36304707
12.70270270    -0.26296331    0.36039655
12.71771772    -0.25805855    0.35796724
12.73273273    -0.25207496    0.35682065
12.74774775    -0.24616187    0.35743307
12.76276276    -0.24140243    0.35920887
12.77777778    -0.23794312    0.36118539
12.79279279    -0.23550666    0.36291672
12.80780781    -0.23399503    0.36405797
12.82282282    -0.23302271    0.36409948
12.83783784    -0.23177249    0.36295693
12.85285285    -0.22970965    0.36129326
12.86786787    -0.22723069    0.35968290
12.88288288    -0.22468679    0.35771349
12.89789790    -0.22143147    0.35509990
12.91291291    -0.21701464    0.35251140
12.92792793    -0.21173887    0.35034112
12.94294294    -0.20533220    0.34860441
12.95795796    -0.19744535    0.34849240
12.97297297    -0.18956338    0.35142667
12.98798799    -0.18408964    0.35668929
13.00300300    -0.18159274    0.36181520
13.01801802    -0.18040094    0.36536120
13.03303303    -0.17891476    0.36816405
13.04804805    -0.17758379    0.37177326
13.06306306    -0.17817073    0.37610266
13.07807808    -0.18154441    0.37925904
13.09309309    -0.18656479    0.37911007
13.10810811    -0.19063541    0.37503264
13.12312312    -0.19140340    0.36855752
13.13813814    -0.18833253    0.36244438
13.15315315    -0.18302467    0.35892450
13.16816817    -0.17806571    0.35815554
13.18318318    -0.17480474    0.35836901
13.19819820    -0.17259797    0.35803008
13.21321321    -0.17041746    0.35701766
13.22822823    -0.16787009    0.35563757
13.24324324    -0.16459316    0.35417124
13.25825826    -0.16045932    0.35343331
13.27327327    -0.15632307    0.35410784
13.28828829    -0.15325220    0.35577004
13.30330330    -0.15144494    0.35742349
13.31831832    -0.15035703    0.35849236
13.33333333    -0.14946535    0.35904746
13.34834835    -0.14858093    0.35935455
13.36336336    -0.14778966    0.35973758
13.37837838    -0.14760641    0.36026425
13.39339339    -0.14844852    0.36023269
13.40840841    -0.14971322    0.35873732
13.42342342    -0.15023886    0.35589770
13.43843844    -0.14961033    0.35265306
13.45345345    -0.14826738    0.34958545
13.46846847    -0.14658215    0.34657867
13.48348348    -0.14438426    0.34347463
13.49849850    -0.14143849    0.34062821
13.51351351    -0.13805882    0.33857255
13.52852853    -0.13501537    0.33732543
13.54354354    -0.13273826    0.33612138
13.55855856    -0.13069406    0.33425098
13.57357357    -0.12810511    0.33188636
13.58858859    -0.12478510    0.32966002
13.60360360    -0.12104315    0.32793591
13.61861862    -0.11711242    0.32674906
13.63363363    -0.11313795    0.32623130
13.64864865    -0.10956015    0.32648616
13.66366366    -0.10693719    0.32709319
13.67867868    -0.10518854    0.32716140
13.69369369    -0.10345312    0.32636168
13.70870871    -0.10117993    0.32520433
13.72372372    -0.09846739    0.32417353
13.73873874    -0.09554763    0.32339082
13.75375375    -0.09251271    0.32281059
13.76876877    -0.08921576    0.32241989
13.78378378    -0.08545957    0.32271387
13.79879880    -0.08196227    0.32444544
13.81381381    -0.08008989    0.32719804
13.82882883    -0.08020400    0.32948843
13.84384384    -0.08147782    0.33028599
13.85885886    -0.08294016    0.32934919
13.87387387    -0.08363146    0.32681870
13.88888889    -0.08270806    0.32351500
13.90390390    -0.08015519    0.32070073
13.91891892    -0.07687953    0.31927371
13.93393393    -0.07413632    0.31909096
13.94894895    -0.07240330    0.31915093
13.96396396    -0.07120262    0.31883630
13.97897898    -0.07024710    0.31824370
13.99399399    -0.06961603    0.31713995
14.00900901    -0.06871998    0.31511032
14.02402402    -0.06666199    0.31270316
14.03903904    -0.06355458    0.31111888
14.05405405    -0.06044861    0.31082513
14.06906907    -0.05815559    0.31138624
14.08408408    -0.05701107    0.31214981
14.09909910    -0.05695258    0.31228806
14.11411411    -0.05716973    0.31122795
14.12912913    -0.05679750    0.30940044
14.14414414    -0.05588998    0.30754648
14.15915916    -0.05489427    0.30573899
14.17417417    -0.05381880    0.30373856
14.18918919    -0.05250763    0.30156782
14.20420420    -0.05089483    0.29930439
14.21921922    -0.04891324    0.29709738
14.23423423    -0.04665625    0.29514117
14.24924925    -0.04430838    0.29348845
14.26426426    -0.04194995    0.29209146
14.27927928    -0.03964783    0.29110302
14.29429429    -0.03794075    0.29054959
14.30930931    -0.03723338    0.28963444
14.32432432    -0.03680858    0.28743668
14.33933934    -0.03539394    0.28429820
14.35435435    -0.03292576    0.28148621
14.36936937    -0.03043015    0.27924149
14.38438438    -0.02809623    0.27671030
14.39939940    -0.02503052    0.27373910
14.41441441    -0.02092005    0.27127651
14.42942943    -0.01648313    0.26987150
14.44444444    -0.01229592    0.26932724
14.45945946    -0.00862976    0.26936336
14.47447447    -0.00562362    0.26962989
14.48948949    -0.00322672    0.26975362
14.50450450    -0.00116361    0.26941872
14.51951952    0.00102208    0.26854979
14.53453454    0.00380750    0.26743030
14.54954955    0.00731793    0.26677553
14.56456456    0.01091717    0.26718256
14.57957958    0.01371126    0.26841766
14.59459460    0.01540937    0.26965134
14.60960961    0.01646503    0.27025978
14.62462462    0.01747474    0.27029783
14.63963964    0.01854185    0.27012476
14.65465465    0.01943525    0.26979837
14.66966967    0.02006310    0.26896239
14.68468469    0.02096443    0.26723494
14.69969970    0.02290015    0.26509212
14.71471471    0.02572468    0.26341356
14.72972973    0.02883010    0.26233035
14.74474475    0.03214289    0.26162092
14.75975976    0.03578308    0.26145131
14.77477477    0.03961669    0.26216459
14.78978979    0.04318689    0.26412026
14.80480480    0.04558699    0.26727241
14.81981982    0.04611095    0.27075036
14.83483484    0.04487820    0.27346747
14.84984985    0.04249325    0.27471209
14.86486486    0.03975002    0.27407176
14.87987988    0.03773028    0.27149958
14.89489490    0.03756627    0.26780498
14.90990991    0.03943363    0.26457938
14.92492492    0.04218688    0.26292298
14.93993994    0.04445995    0.26258660
14.95495495    0.04582663    0.26259597
14.96996997    0.04665252    0.26238838
14.98498499    0.04725767    0.26193161
15.00000000    0.04775007    0.26128095

