# omega (eV)     <Re(Eps)>     <Im(Eps)>
11.20120120    -1.24518288    0.73779032
11.21621622    -1.23478264    0.72928510
11.23123123    -1.22436053    0.72033222
11.24624625    -1.21221042    0.71129122
11.26126126    -1.19807762    0.70405876
11.27627628    -1.18383970    0.69986318
11.29129129    -1.17133253    0.69753294
11.30630631    -1.16031133    0.69568549
11.32132132    -1.15063796    0.69429383
11.33633634    -1.14305497    0.69252339
11.35135135    -1.13692737    0.68834244
11.36636637    -1.12945665    0.68094100
11.38138138    -1.11794957    0.67258988
11.39639640    -1.10293444    0.66710900
11.41141141    -1.08779606    0.66594212
11.42642643    -1.07494985    0.66746233
11.44144144    -1.06462101    0.66979218
11.45645646    -1.05630836    0.67196770
11.47147147    -1.04953340    0.67353248
11.48648649    -1.04391341    0.67423881
11.50150150    -1.03920703    0.67396805
11.51651652    -1.03541753    0.67229304
11.53153153    -1.03172810    0.66820173
11.54654655    -1.02607000    0.66196641
11.56156156    -1.01762232    0.65573989
11.57657658    -1.00753561    0.65104483
11.59159159    -0.99721702    0.64798975
11.60660661    -0.98745381    0.64564773
11.62162162    -0.97753326    0.64322807
11.63663664    -0.96687886    0.64156103
11.65165165    -0.95643675    0.64109969
11.66666667    -0.94655146    0.64089704
11.68168168    -0.93622544    0.64074374
11.69669670    -0.92517836    0.64169982
11.71171171    -0.91422873    0.64439495
11.72672673    -0.90422212    0.64860363
11.74174174    -0.89535689    0.65373081
11.75675676    -0.88740402    0.65978793
11.77177177    -0.88085028    0.66708256
11.78678679    -0.87630688    0.67516354
11.80180180    -0.87380851    0.68372037
11.81681682    -0.87397584    0.69286550
11.83183183    -0.87827219    0.70171827
11.84684685    -0.88729951    0.70744035
11.86186186    -0.89857862    0.70714833
11.87687688    -0.90845317    0.70126178
11.89189189    -0.91575247    0.69174490
11.90690691    -0.92003608    0.67904697
11.92192192    -0.91950874    0.66418718
11.93693694    -0.91350694    0.65015097
11.95195195    -0.90379239    0.63953828
11.96696697    -0.89314044    0.63294389
11.98198198    -0.88344873    0.62904175
11.99699700    -0.87473725    0.62634330
12.01201201    -0.86653955    0.62466785
12.02702703    -0.85914382    0.62395429
12.04204204    -0.85235290    0.62376841
12.05705706    -0.84580757    0.62469314
12.07207207    -0.84052752    0.62756285
12.08708709    -0.83828797    0.63189185
12.10210210    -0.84038437    0.63586873
12.11711712    -0.84695624    0.63663226
12.13213213    -0.85580385    0.63106091
12.14714715    -0.86233315    0.61827087
12.16216216    -0.86250320    0.60120855
12.17717718    -0.85569391    0.58434082
12.19219219    -0.84362766    0.57078330
12.20720721    -0.82896164    0.56233024
12.22222222    -0.81498008    0.55884901
12.23723724    -0.80368597    0.55819795
12.25225225    -0.79504642    0.55810076
12.26726727    -0.78779282    0.55736359
12.28228228    -0.78067523    0.55642846
12.29729730    -0.77413460    0.55638391
12.31231231    -0.76957948    0.55655681
12.32732733    -0.76671919    0.55504721
12.34234234    -0.76375744    0.55109677
12.35735736    -0.75898862    0.54551814
12.37237237    -0.75184838    0.54007584
12.38738739    -0.74315219    0.53634068
12.40240240    -0.73470796    0.53491572
12.41741742    -0.72833333    0.53439727
12.43243243    -0.72334700    0.53232271
12.44744745    -0.71725405    0.52849525
12.46246246    -0.70887028    0.52489554
12.47747748    -0.69921222    0.52357205
12.49249249    -0.69060826    0.52469296
12.50750751    -0.68425404    0.52650756
12.52252252    -0.67955001    0.52730475
12.53753754    -0.67488922    0.52659564
12.55255255    -0.66922091    0.52544650
12.56756757    -0.66294653    0.52489587
12.58258258    -0.65670873    0.52505558
12.59759760    -0.65081007    0.52584722
12.61261261    -0.64567297    0.52713651
12.62762763    -0.64154012    0.52829367
12.64264264    -0.63796067    0.52879768
12.65765766    -0.63444468    0.52868639
12.67267267    -0.63072020    0.52817705
12.68768769    -0.62670761    0.52749750
12.70270270    -0.62225031    0.52687187
12.71771772    -0.61748086    0.52700629
12.73273273    -0.61362352    0.52812810
12.74774775    -0.61150026    0.52875146
12.76276276    -0.60986655    0.52739637
12.77777778    -0.60684185    0.52449732
12.79279279    -0.60176185    0.52178025
12.80780781    -0.59565565    0.52079361
12.82282282    -0.59037919    0.52137966
12.83783784    -0.58640606    0.52189889
12.85285285    -0.58249908    0.52158971
12.86786787    -0.57775831    0.52133605
12.88288288    -0.57270292    0.52215117
12.89789790    -0.56825789    0.52399189
12.91291291    -0.56477802    0.52643097
12.92792793    -0.56251070    0.52917539
12.94294294    -0.56175425    0.53172959
12.95795796    -0.56250122    0.53321221
12.97297297    -0.56397099    0.53284050
12.98798799    -0.56508241    0.53060738
13.00300300    -0.56512678    0.52709219
13.01801802    -0.56390700    0.52292194
13.03303303    -0.56135376    0.51857077
13.04804805    -0.55756832    0.51460698
13.06306306    -0.55290157    0.51136796
13.07807808    -0.54761199    0.50912154
13.09309309    -0.54228755    0.50814917
13.10810811    -0.53767550    0.50812133
13.12312312    -0.53397660    0.50826740
13.13813814    -0.53071799    0.50797055
13.15315315    -0.52706720    0.50737669
13.16816817    -0.52286198    0.50741781
13.18318318    -0.51897723    0.50863481
13.19819820    -0.51630983    0.51051885
13.21321321    -0.51495132    0.51207972
13.22822823    -0.51416542    0.51278115
13.24324324    -0.51343223    0.51297654
13.25825826    -0.51291444    0.51281467
13.27327327    -0.51239624    0.51203804
13.28828829    -0.51143549    0.51092123
13.30330330    -0.50998026    0.50995013
13.31831832    -0.50830517    0.50969929
13.33333333    -0.50732017    0.51036981
13.34834835    -0.50775540    0.51124548
13.36336336    -0.50959336    0.51146809
13.37837838    -0.51254313    0.51039670
13.39339339    -0.51602323    0.50739793
13.40840841    -0.51892685    0.50217742
13.42342342    -0.51995358    0.49541440
13.43843844    -0.51889466    0.48873567
13.45345345    -0.51692581    0.48287686
13.46846847    -0.51466712    0.47724878
13.48348348    -0.51169581    0.47153512
13.49849850    -0.50765807    0.46627975
13.51351351    -0.50302123    0.46219822
13.52852853    -0.49875112    0.45923040
13.54354354    -0.49520674    0.45655831
13.55855856    -0.49195828    0.45364105
13.57357357    -0.48840573    0.45062411
13.58858859    -0.48459471    0.44826211
13.60360360    -0.48153171    0.44666456
13.61861862    -0.47972356    0.44469256
13.63363363    -0.47821294    0.44132661
13.64864865    -0.47566452    0.43707010
13.66366366    -0.47208358    0.43318855
13.67867868    -0.46839855    0.43003299
13.69369369    -0.46516113    0.42699546
13.70870871    -0.46192718    0.42336114
13.72372372    -0.45776289    0.41947892
13.73873874    -0.45284177    0.41650198
13.75375375    -0.44842331    0.41456329
13.76876877    -0.44502761    0.41242734
13.78378378    -0.44151495    0.40915295
13.79879880    -0.43652491    0.40574671
13.81381381    -0.43088209    0.40387363
13.82882883    -0.42633290    0.40292199
13.84384384    -0.42245507    0.40123412
13.85885886    -0.41768599    0.39899692
13.87387387    -0.41176063    0.39770866
13.88888889    -0.40592102    0.39823238
13.90390390    -0.40135238    0.39998414
13.91891892    -0.39828863    0.40207385
13.93393393    -0.39653483    0.40385895
13.94894895    -0.39563380    0.40508680
13.96396396    -0.39551001    0.40596493
13.97897898    -0.39666833    0.40613541
13.99399399    -0.39878049    0.40438116
14.00900901    -0.40027805    0.40033545
14.02402402    -0.40003064    0.39508200
14.03903904    -0.39821893    0.38987191
14.05405405    -0.39556077    0.38503602
14.06906907    -0.39225729    0.38039051
14.08408408    -0.38813875    0.37597618
14.09909910    -0.38299901    0.37225543
14.11411411    -0.37725524    0.37014753
14.12912913    -0.37240027    0.36989349
14.14414414    -0.36955096    0.37011627
14.15915916    -0.36808609    0.36921817
14.17417417    -0.36654936    0.36697913
14.18918919    -0.36429567    0.36437687
14.20420420    -0.36191200    0.36204432
14.21921922    -0.35993104    0.35952552
14.23423423    -0.35791571    0.35623195
14.24924925    -0.35518181    0.35245143
14.26426426    -0.35167596    0.34876324
14.27927928    -0.34766266    0.34555405
14.29429429    -0.34360139    0.34285780
14.30930931    -0.33961672    0.34041625
14.32432432    -0.33567848    0.33822210
14.33933934    -0.33198656    0.33629026
14.35435435    -0.32876226    0.33423309
14.36936937    -0.32551496    0.33155742
14.38438438    -0.32151189    0.32874952
14.39939940    -0.31713817    0.32677679
14.41441441    -0.31361501    0.32548428
14.42942943    -0.31123887    0.32345786
14.44444444    -0.30862236    0.31976142
14.45945946    -0.30430021    0.31542150
14.47447447    -0.29871522    0.31196685
14.48948949    -0.29296452    0.30941428
14.50450450    -0.28712782    0.30720580
14.51951952    -0.28087932    0.30547607
14.53453454    -0.27446265    0.30463015
14.54954955    -0.26832429    0.30456569
14.56456456    -0.26247479    0.30505241
14.57957958    -0.25693122    0.30626692
14.59459460    -0.25219387    0.30829017
14.60960961    -0.24875683    0.31056478
14.62462462    -0.24634654    0.31232873
14.63963964    -0.24436693    0.31363608
14.65465465    -0.24306837    0.31479682
14.66966967    -0.24290671    0.31516805
14.68468469    -0.24322956    0.31369029
14.69969970    -0.24255761    0.31040905
14.71471471    -0.24019578    0.30646675
14.72972973    -0.23639080    0.30269982
14.74474475    -0.23135339    0.29952426
14.75975976    -0.22539860    0.29751061
14.77477477    -0.21928662    0.29692936
14.78978979    -0.21362004    0.29752004
14.80480480    -0.20871954    0.29899024
14.81981982    -0.20491078    0.30097125
14.83483484    -0.20228587    0.30286038
14.84984985    -0.20056779    0.30416699
14.86486486    -0.19939718    0.30461835
14.87987988    -0.19833089    0.30403837
14.89489490    -0.19682819    0.30244432
14.90990991    -0.19427866    0.30012564
14.92492492    -0.19020726    0.29788278
14.93993994    -0.18489616    0.29688937
14.95495495    -0.17958748    0.29774514
14.96996997    -0.17549193    0.29981126
14.98498499    -0.17274896    0.30189063
15.00000000    -0.17059713    0.30341716

