# omega (eV)     <Re(Eps)>     <Im(Eps)>
11.21621622    -1.27538474    0.78378684
11.23123123    -1.26701242    0.78073514
11.24624625    -1.25881851    0.77990430
11.26126126    -1.25298215    0.78087151
11.27627628    -1.25026447    0.78184593
11.29129129    -1.25063560    0.78136291
11.30630631    -1.25363506    0.77740962
11.32132132    -1.25677854    0.76790459
11.33633634    -1.25576223    0.75330622
11.35135135    -1.24765527    0.73785597
11.36636637    -1.23414070    0.72678807
11.38138138    -1.22000450    0.72167482
11.39639640    -1.20853102    0.72041005
11.41141141    -1.20044086    0.72035951
11.42642643    -1.19506384    0.71961126
11.44144144    -1.19111167    0.71727461
11.45645646    -1.18744132    0.71336201
11.47147147    -1.18337162    0.70829651
11.48648649    -1.17854575    0.70252526
11.50150150    -1.17270506    0.69660723
11.51651652    -1.16599344    0.69140152
11.53153153    -1.15947837    0.68748249
11.54654655    -1.15443620    0.68401665
11.56156156    -1.15069209    0.67925335
11.57657658    -1.14638522    0.67237528
11.59159159    -1.13959194    0.66490670
11.60660661    -1.13101297    0.65971372
11.62162162    -1.12403623    0.65741785
11.63663664    -1.12096499    0.65484384
11.65165165    -1.11992436    0.64815268
11.66666667    -1.11653333    0.63689012
11.68168168    -1.10790774    0.62436357
11.69669670    -1.09503538    0.61458472
11.71171171    -1.08110759    0.60873582
11.72672673    -1.06800106    0.60550746
11.74174174    -1.05567791    0.60380870
11.75675676    -1.04406398    0.60385130
11.77177177    -1.03426854    0.60558686
11.78678679    -1.02692040    0.60754889
11.80180180    -1.02110247    0.60854412
11.81681682    -1.01562832    0.60870361
11.83183183    -1.01020511    0.60909320
11.84684685    -1.00619678    0.61031009
11.86186186    -1.00493987    0.61055608
11.87687688    -1.00487585    0.60740688
11.89189189    -1.00289811    0.60126372
11.90690691    -0.99808241    0.59495690
11.92192192    -0.99232934    0.58998812
11.93693694    -0.98685775    0.58519484
11.95195195    -0.98059292    0.57980522
11.96696697    -0.97264671    0.57508574
11.98198198    -0.96402206    0.57266308
11.99699700    -0.95706253    0.57261676
12.01201201    -0.95340803    0.57268100
12.02702703    -0.95192167    0.57003307
12.04204204    -0.94974883    0.56414445
12.05705706    -0.94518442    0.55670464
12.07207207    -0.93838254    0.54931341
12.08708709    -0.92973076    0.54260161
12.10210210    -0.91941225    0.53740229
12.11711712    -0.90843748    0.53463388
12.13213213    -0.89839123    0.53415024
12.14714715    -0.89007425    0.53472573
12.16216216    -0.88323504    0.53534943
12.17717718    -0.87730254    0.53558357
12.19219219    -0.87183937    0.53556752
12.20720721    -0.86697087    0.53541658
12.22222222    -0.86264587    0.53483494
12.23723724    -0.85869669    0.53387178
12.25225225    -0.85529763    0.53221064
12.26726727    -0.85174934    0.52931400
12.28228228    -0.84717608    0.52577953
12.29729730    -0.84175924    0.52244256
12.31231231    -0.83590046    0.51933977
12.32732733    -0.82939924    0.51646113
12.34234234    -0.82210650    0.51439229
12.35735736    -0.81452319    0.51392093
12.37237237    -0.80791151    0.51544266
12.38738739    -0.80398042    0.51812094
12.40240240    -0.80328854    0.51947143
12.41741742    -0.80380008    0.51740040
12.43243243    -0.80285909    0.51256799
12.44744745    -0.79993459    0.50684965
12.46246246    -0.79554356    0.50084654
12.47747748    -0.78937530    0.49480494
12.49249249    -0.78137652    0.48990858
12.50750751    -0.77281695    0.48695989
12.52252252    -0.76476565    0.48508181
12.53753754    -0.75632722    0.48355211
12.55255255    -0.74692146    0.48405940
12.56756757    -0.73913349    0.48795053
12.58258258    -0.73563596    0.49267052
12.59759760    -0.73505028    0.49477332
12.61261261    -0.73443579    0.49419321
12.62762763    -0.73308259    0.49249644
12.64264264    -0.73140392    0.49000068
12.65765766    -0.72900637    0.48653716
12.67267267    -0.72525449    0.48264413
12.68768769    -0.72003484    0.47945622
12.70270270    -0.71449146    0.47805638
12.71771772    -0.71036768    0.47784541
12.73273273    -0.70784998    0.47705315
12.74774775    -0.70575046    0.47490289
12.76276276    -0.70322400    0.47167301
12.77777778    -0.69978312    0.46767187
12.79279279    -0.69479871    0.46354143
12.80780781    -0.68832582    0.46078549
12.82282282    -0.68215696    0.46034094
12.83783784    -0.67806442    0.46089192
12.85285285    -0.67561302    0.46039034
12.86786787    -0.67300600    0.45853153
12.88288288    -0.66950681    0.45675629
12.89789790    -0.66644720    0.45622941
12.91291291    -0.66570124    0.45568639
12.92792793    -0.66662084    0.45251742
12.94294294    -0.66653731    0.44601980
12.95795796    -0.66336998    0.43784150
12.97297297    -0.65717411    0.43042112
12.98798799    -0.64946107    0.42476899
13.00300300    -0.64111622    0.42071404
13.01801802    -0.63262750    0.41825144
13.03303303    -0.62459293    0.41710286
13.04804805    -0.61704441    0.41685552
13.06306306    -0.61009201    0.41776379
13.07807808    -0.60469576    0.41959506
13.09309309    -0.60103917    0.42095354
13.10810811    -0.59785307    0.42118669
13.12312312    -0.59430885    0.42122458
13.13813814    -0.59115226    0.42200636
13.15315315    -0.58969260    0.42297605
13.16816817    -0.58993862    0.42243101
13.18318318    -0.59040099    0.41953416
13.19819820    -0.58979033    0.41480489
13.21321321    -0.58758987    0.40916682
13.22822823    -0.58388757    0.40345730
13.24324324    -0.57915460    0.39811121
13.25825826    -0.57375785    0.39297956
13.27327327    -0.56731867    0.38783013
13.28828829    -0.55923515    0.38351921
13.30330330    -0.55038689    0.38138754
13.31831832    -0.54259033    0.38123528
13.33333333    -0.53660496    0.38142158
13.34834835    -0.53146485    0.38047195
13.36336336    -0.52540046    0.37852874
13.37837838    -0.51777466    0.37724562
13.39339339    -0.50968030    0.37785504
13.40840841    -0.50247711    0.38016990
13.42342342    -0.49676589    0.38335568
13.43843844    -0.49259885    0.38668200
13.45345345    -0.48981112    0.38947622
13.46846847    -0.48774029    0.39118414
13.48348348    -0.48551371    0.39203031
13.49849850    -0.48289828    0.39272895
13.51351351    -0.48024041    0.39380806
13.52852853    -0.47818197    0.39532151
13.54354354    -0.47717740    0.39678640
13.55855856    -0.47725565    0.39752749
13.57357357    -0.47798522    0.39687682
13.58858859    -0.47844784    0.39457508
13.60360360    -0.47766941    0.39110836
13.61861862    -0.47532248    0.38776358
13.63363363    -0.47256912    0.38549959
13.64864865    -0.47058037    0.38347138
13.66366366    -0.46889321    0.38056683
13.67867868    -0.46661496    0.37672845
13.69369369    -0.46309417    0.37235277
13.70870871    -0.45792336    0.36838581
13.72372372    -0.45172648    0.36599476
13.73873874    -0.44589852    0.36532567
13.75375375    -0.44125768    0.36538186
13.76876877    -0.43742793    0.36515564
13.78378378    -0.43361820    0.36461527
13.79879880    -0.42965744    0.36423610
13.81381381    -0.42576147    0.36423414
13.82882883    -0.42212328    0.36463913
13.84384384    -0.41899191    0.36548714
13.85885886    -0.41682863    0.36649227
13.87387387    -0.41556744    0.36684773
13.88888889    -0.41437628    0.36631640
13.90390390    -0.41288912    0.36551762
13.91891892    -0.41152593    0.36472200
13.93393393    -0.41040692    0.36358806
13.94894895    -0.40920497    0.36209176
13.96396396    -0.40798265    0.36059020
13.97897898    -0.40722849    0.35896931
13.99399399    -0.40697746    0.35659142
14.00900901    -0.40671457    0.35307465
14.02402402    -0.40588252    0.34840566
14.03903904    -0.40389487    0.34279753
14.05405405    -0.40033822    0.33690567
14.06906907    -0.39540760    0.33135222
14.08408408    -0.38920791    0.32627954
14.09909910    -0.38151764    0.32224088
14.11411411    -0.37285465    0.32025173
14.12912913    -0.36458551    0.32055620
14.14414414    -0.35760402    0.32231600
14.15915916    -0.35196161    0.32477795
14.17417417    -0.34757121    0.32742825
14.18918919    -0.34398927    0.32991343
14.20420420    -0.34086240    0.33259325
14.21921922    -0.33870227    0.33588371
14.23423423    -0.33839288    0.33931067
14.24924925    -0.34011213    0.34157227
14.26426426    -0.34289410    0.34160497
14.27927928    -0.34546833    0.33933663
14.29429429    -0.34691980    0.33520157
14.30930931    -0.34646993    0.33001630
14.32432432    -0.34411363    0.32517954
14.33933934    -0.34101276    0.32141386
14.35435435    -0.33803362    0.31812971
14.36936937    -0.33495686    0.31465709
14.38438438    -0.33127153    0.31107212
14.39939940    -0.32691551    0.30773744
14.41441441    -0.32189056    0.30482273
14.42942943    -0.31620110    0.30279525
14.44444444    -0.31045938    0.30208573
14.45945946    -0.30540230    0.30248564
14.47447447    -0.30146921    0.30344062
14.48948949    -0.29865412    0.30413166
14.50450450    -0.29621413    0.30411608
14.51951952    -0.29365125    0.30385780
14.53453454    -0.29128450    0.30361633
14.54954955    -0.28911498    0.30299823
14.56456456    -0.28657034    0.30210727
14.57957958    -0.28368231    0.30167122
14.59459460    -0.28119864    0.30187228
14.60960961    -0.27953955    0.30217868
14.62462462    -0.27859890    0.30216604
14.63963964    -0.27838011    0.30156894
14.65465465    -0.27866244    0.29970044
14.66966967    -0.27832102    0.29623723
14.68468469    -0.27637930    0.29212778
14.69969970    -0.27313860    0.28858229
14.71471471    -0.26948316    0.28588496
14.72972973    -0.26582030    0.28368108
14.74474475    -0.26206978    0.28180831
14.75975976    -0.25825224    0.28045939
14.77477477    -0.25480127    0.27980244
14.78978979    -0.25237018    0.27940788
14.80480480    -0.25091717    0.27820356
14.81981982    -0.24938917    0.27569204
14.83483484    -0.24702775    0.27239020
14.84984985    -0.24364721    0.26875449
14.86486486    -0.23898134    0.26528288
14.87987988    -0.23317331    0.26286224
14.89489490    -0.22717034    0.26206421
14.90990991    -0.22198379    0.26238157
14.92492492    -0.21752120    0.26296606
14.93993994    -0.21338859    0.26394936
14.95495495    -0.21007576    0.26555965
14.96996997    -0.20810269    0.26715594
14.98498499    -0.20719878    0.26790603
15.00000000    -0.20672306    0.26743891

